Total Time,Average Time,Tokens per Second,Accuracy,Precision,Recall,F1 Score,GPU Memory Usage (MB),GPU Memory Before each input Usage (MB),GPU Memory After each input Usage (MB),Token_per_input,FPR
4219.857078075409,8.556563272921116,80.30888101891871,0.9159663865546218,0.9117647058823529,0.9194915254237288,0.9156118143459916,4.843781693711968,29908.233178562372,29913.076960256087,0.6219601989967197,0.0875
4245.637555837631,8.60971220028086,79.82099167509824,0.9159663865546218,0.9134199134199135,0.9134199134199135,0.9134199134199135,5.8971539046653145,29930.72044561359,29936.617599518257,0.6174589706952093,0.08163265306122448
4250.235108137131,8.619099302175805,79.73394209444896,0.92,0.9385964912280702,0.8991596638655462,0.9184549356223176,4.060368597870182,29929.156083608013,29933.21645220588,0.6169708966285165,0.05907172995780591
4265.677951812744,8.650373926994526,79.44622257664443,0.920997920997921,0.923728813559322,0.9159663865546218,0.919831223628692,4.613091087728194,29927.56360135649,29932.17669244422,0.6148182541090869,0.07407407407407407
4249.477317810059,8.617492878896469,79.74863133865244,0.9151138716356108,0.91701244813278,0.9132231404958677,0.9151138716356108,6.642043293610548,29931.75402510142,29938.39606839503,0.617155879225722,0.08298755186721991
