Total Time,Average Time,Tokens per Second,Accuracy,Precision,Recall,F1 Score,GPU Memory Usage (MB),GPU Memory Before each input Usage (MB),GPU Memory After each input Usage (MB),Token_per_input
240.49286556243896,0.1860880817893069,1409.1686221436494,0.9107883817427386,0.9152542372881356,0.9037656903765691,0.9094736842105264,"0    20.332657
Name: Memory Usage (MiB), dtype: float64","0    18847.843813
Name: Memory Usage (MiB), dtype: float64","0    18868.176471
Name: Memory Usage (MiB), dtype: float64",28.059894096241557
240.3583688735962,0.185295289718597,1409.9488259475704,0.9104477611940298,0.9170305676855895,0.9012875536480687,0.9090909090909091,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64",28.130251296105232
240.16156578063965,0.18426565272812911,1411.0500941250875,0.9089026915113871,0.9148936170212766,0.899581589958159,0.9071729957805906,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64",28.332770729723627
240.97159671783447,0.18564740542707772,1406.3649185875947,0.9119496855345912,0.9184549356223176,0.9029535864978903,0.9106382978723404,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64",28.096672660197125
240.60478377342224,0.18536054822058998,1408.492361145791,0.9163179916317992,0.9194915254237288,0.9117647058823529,0.9156118143459916,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64","0    25503.0
Name: Memory Usage (MiB), dtype: float64",28.12374208380232
