repo_url,number_of_issues,issue_numbers
https://github.com/Genymobile/scrcpy,20,2038,2020,1942,1906,1456,1353,1285,1123,1076,1008,798,600,591,472,439,417,360,265,244,208
https://github.com/netdata/netdata,11,17647,15260,12509,9578,5818,5761,5733,5716,5493,4541,4366
https://github.com/ggerganov/llama.cpp,45,7456,6292,6233,6224,5417,4624,4358,4226,4061,3869,3479,3422,3380,3365,3137,2850,2813,2060,2030,1437,1269,1243,1241,1239,1217,1098,1081,959,909,906,837,782,767,705,702,637,633,603,578,462,196,163,160,85,39
https://github.com/curl/curl,63,14198,13416,13403,13097,12873,12750,12556,12339,11744,11543,11203,11162,10825,10743,10389,10146,10024,9601,9379,9373,9351,9230,8057,7534,7493,7339,7159,7155,6936,6903,6744,6686,6494,6420,6363,6146,6009,5988,5874,5739,5633,5631,5574,5532,4852,4826,4769,4749,4639,4450,4313,4194,3635,3167,2961,2888,2884,2761,2636,2506,2482,2369,2224
https://github.com/jqlang/jq,18,2611,2472,1826,1722,1589,1572,1438,1380,1150,825,652,618,576,507,506,504,470,61
https://github.com/ggerganov/whisper.cpp,12,1273,1048,1047,709,300,251,191,125,92,69,54,16
https://github.com/taosdata/TDengine,148,27138,26761,26745,26098,25537,25266,25240,25086,24826,24361,24043,23746,23637,23538,23417,23307,23266,22896,22861,22842,22763,22585,22126,21996,21956,21869,21769,21540,21534,20951,20930,20762,20737,20583,20165,19990,19599,19527,19521,19426,19379,19331,19269,19234,19006,18970,18796,18710,18649,18470,18406,17923,17918,17696,17693,17545,17540,17505,17405,17275,17211,17210,16904,16388,16335,16199,15636,15586,15550,15119,15088,15078,14482,13825,12894,12644,12573,12239,11317,11124,10964,10759,10369,10252,10188,9943,9730,9608,9462,8443,8346,8342,8340,8339,8139,8100,7795,7531,6953,6819,5959,5633,5592,5290,5005,4984,4976,4951,4870,4769,4762,4618,4424,4419,4100,4041,3727,3718,3546,3339,3276,3060,3038,2808,2339,2115,1616,1307,1096,1092,1012,999,904,781,669,634,605,594,574,572,562,559,493,465,464,462,459,443
https://github.com/koekeishiya/yabai,4,478,469,425,376
https://github.com/timescale/timescaledb,70,6557,6321,6105,6059,5892,5799,5521,5463,5452,4901,4825,4699,4588,4587,4332,4306,4305,4223,4222,4216,4170,4118,4080,4044,3895,3795,3691,3685,3598,3593,3585,3554,3547,3508,3413,3403,3121,3025,3023,2911,2897,2890,2840,2826,2807,2740,2726,2706,2670,2633,2486,2422,2355,2291,1956,1926,1806,1678,1636,1627,1617,1599,1586,1546,1489,1272,1164,1085,681,479
https://github.com/Foundry376/Mailspring,5,1484,1344,1014,1004,720
https://github.com/SoftEtherVPN/SoftEtherVPN,8,553,549,442,250,234,163,116,102
https://github.com/audacity/audacity,3,7093,6117,4999
https://github.com/google/sanitizers,5,172,164,163,101,51
