Total Time,Average Time,Tokens per Second,Accuracy,Overall Precision,Overall Recall,Overall F1 Score,Precision_Performance,Recall_Performance,F1 Score_Performance,FPR_Performance,Precision_Non_performance,Recall_Non_performance,F1 Score_Non_performance,FPR_Non_performance,GPU Memory Usage (MB),GPU Memory Before each input Usage (MB),GPU Memory After each input Usage (MB),Token_per_input,FPR
289.340683221817,0.1884311475753784,1179.554137357016,0.9189765458422174,0.9190309119763219,0.9189765458422174,0.9189366313541453,0.9223744292237442,0.905829596412556,0.9140271493212669,0.06910569105691057,0.916,0.9308943089430894,0.9233870967741935,0.09417040358744394,"0    0.392
Name: Memory Usage (MiB), dtype: float64","0    15674.608
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64",27.679417859050524,0.06910569105691057
288.89993596076965,0.18808893251419068,1181.3605941620742,0.9224137931034483,0.9224934477619611,0.9224137931034483,0.922384909845725,0.9272727272727272,0.9107142857142857,0.918918918918919,0.06666666666666667,0.9180327868852459,0.9333333333333333,0.9256198347107439,0.08928571428571429,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64",27.645989784884296,0.06666666666666667
289.6395146846771,0.18867327213287355,1178.361317072238,0.9234042553191489,0.9236556667109092,0.9234042553191489,0.923379273467616,0.9336283185840708,0.9094827586206896,0.9213973799126638,0.06302521008403361,0.9139344262295082,0.9369747899159664,0.925311203319502,0.09051724137931035,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64",27.552510353838283,0.06302521008403361
289.353595495224,0.18841548776626588,1179.525692141031,0.9253731343283582,0.9257196162046909,0.9253731343283582,0.9253398559044244,0.9375,0.9090909090909091,0.923076923076923,0.058823529411764705,0.9142857142857143,0.9411764705882353,0.9275362318840579,0.09090909090909091,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64",27.58653354341797,0.058823529411764705
289.29388546943665,0.18822733688354493,1179.7622319122866,0.9253731343283582,0.9254204232850823,0.9253731343283582,0.9253588721466722,0.9292035398230089,0.9170305676855895,0.9230769230769231,0.06666666666666667,0.9218106995884774,0.9333333333333333,0.927536231884058,0.08296943231441048,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64","0    15675.0
Name: Memory Usage (MiB), dtype: float64",27.62660785056551,0.06666666666666667
